,qid,Q0,result,rank,score,system,relevance,relevant_len,recall,precision
0,38,Q0,CACM-2958,1,0.39838374880226135,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
1,38,Q0,CACM-2867,2,0.3913200765888708,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
2,38,Q0,CACM-0024,3,0.38777207440163,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
3,38,Q0,CACM-3103,4,0.3475409725383371,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
4,38,Q0,CACM-0583,5,0.32811483218599463,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
5,38,Q0,CACM-0463,6,0.31863833884490755,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
6,38,Q0,CACM-2941,7,0.3089054071424584,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
7,38,Q0,CACM-3031,8,0.30738692332706713,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
8,38,Q0,CACM-0483,9,0.29927063707377805,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
9,38,Q0,CACM-2651,10,0.2914117896723749,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
10,38,Q0,CACM-1737,11,0.2731185761527779,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
11,38,Q0,CACM-2082,12,0.2701308716046047,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
12,38,Q0,CACM-0897,13,0.2549106710759261,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
13,38,Q0,CACM-2956,14,0.2402906007283201,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.0,0.0
14,38,Q0,CACM-1625,15,0.22807282854343744,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.0,0.0
15,38,Q0,CACM-0253,16,0.2247783294930556,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.0625
16,38,Q0,CACM-3105,17,0.22308796265171926,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.058823529411764705
17,38,Q0,CACM-2243,18,0.22286108911568905,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.05555555555555555
18,38,Q0,CACM-2244,19,0.22286108911568905,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.05263157894736842
19,38,Q0,CACM-1182,20,0.218954331724216,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.05
20,38,Q0,CACM-2241,21,0.19379225140494696,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.047619047619047616
21,38,Q0,CACM-2242,22,0.19379225140494696,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.045454545454545456
22,38,Q0,CACM-2084,23,0.1891334674154932,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.043478260869565216
23,38,Q0,CACM-0676,24,0.18571757426307414,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.041666666666666664
24,38,Q0,CACM-0618,25,0.17495360693498918,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.04
25,38,Q0,CACM-2940,26,0.17128233083058578,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.2,0.038461538461538464
26,38,Q0,CACM-2265,27,0.166450970095608,ccisneu_StopNoStem_wordunigram_TFIDF,True,16.0,0.2,0.037037037037037035
27,38,Q0,CACM-2705,28,0.15888658213724896,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.03571428571428571
28,38,Q0,CACM-2356,29,0.1584844647964504,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.034482758620689655
29,38,Q0,CACM-1359,30,0.1497206256219647,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.03333333333333333
30,38,Q0,CACM-0033,31,0.14857405941045934,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.03225806451612903
31,38,Q0,CACM-1569,32,0.14706384869764966,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.03125
32,38,Q0,CACM-1698,33,0.1469338308347338,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.030303030303030304
33,38,Q0,CACM-3148,34,0.13687294686966173,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.029411764705882353
34,38,Q0,CACM-2582,35,0.13577023659640206,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.02857142857142857
35,38,Q0,CACM-0492,36,0.1349364641883919,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.027777777777777776
36,38,Q0,CACM-0242,37,0.1332966505755603,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.02702702702702703
37,38,Q0,CACM-3003,38,0.13138654261624816,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.02631578947368421
38,38,Q0,CACM-1323,39,0.12967980547676286,ccisneu_StopNoStem_wordunigram_TFIDF,False,16.0,0.2,0.02564102564102564
