,qid,Q0,result,rank,score,system,relevance,relevant_len,recall,precision
0,1,Q0,CACM-0704,1,-1.9653500206777093,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
1,1,Q0,CACM-0887,2,-2.0339243586840525,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
2,1,Q0,CACM-0767,3,-2.3195163872615314,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
3,1,Q0,CACM-2685,4,-2.3245451297082083,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
4,1,Q0,CACM-0866,5,-2.506196483086556,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
5,1,Q0,CACM-0174,6,-2.560168551756692,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
6,1,Q0,CACM-1107,7,-2.623477160786233,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
7,1,Q0,CACM-1106,8,-2.7283355707241617,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
8,1,Q0,CACM-0067,9,-2.7283355707241617,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
9,1,Q0,CACM-0069,10,-2.729719937100496,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
10,1,Q0,CACM-0031,11,-2.729719937100496,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
11,1,Q0,CACM-0163,12,-2.729719937100496,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
12,1,Q0,CACM-2607,13,-2.776874776543317,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
13,1,Q0,CACM-0135,14,-2.8231438967922258,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
14,1,Q0,CACM-0999,15,-2.8231438967922258,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
15,1,Q0,CACM-0006,16,-2.8231438967922258,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
16,1,Q0,CACM-0148,17,-2.8231438967922258,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
17,1,Q0,CACM-1461,18,-2.823317738866171,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
18,1,Q0,CACM-0118,19,-2.8246660406030712,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
19,1,Q0,CACM-0234,20,-2.8246660406030712,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
20,1,Q0,CACM-0061,21,-2.8246660406030712,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
21,1,Q0,CACM-0203,22,-2.9006441161600844,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
22,1,Q0,CACM-0073,23,-2.9006441161600844,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
23,1,Q0,CACM-0852,24,-2.9006441161600844,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
24,1,Q0,CACM-0705,25,-2.9006441161600844,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
25,1,Q0,CACM-0047,26,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
26,1,Q0,CACM-0433,27,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
27,1,Q0,CACM-0157,28,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
28,1,Q0,CACM-0171,29,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
29,1,Q0,CACM-0415,30,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
30,1,Q0,CACM-0189,31,-2.9096536717764416,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
31,1,Q0,CACM-0818,32,-2.9113134737942636,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
32,1,Q0,CACM-2766,33,-2.9329363017436387,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
33,1,Q0,CACM-1956,34,-2.9364588453484144,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
34,1,Q0,CACM-0888,35,-2.9794431947574562,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
35,1,Q0,CACM-1118,36,-2.9794431947574562,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
36,1,Q0,CACM-0826,37,-2.9794431947574562,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
37,1,Q0,CACM-0198,38,-2.9891950289229983,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
38,1,Q0,CACM-0050,39,-2.9909923700762655,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
39,1,Q0,CACM-0105,40,-2.9909923700762655,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
40,1,Q0,CACM-2303,41,-3.026684775867994,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
41,1,Q0,CACM-0002,42,-3.0628019017761434,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
42,1,Q0,CACM-1209,43,-3.0647366631490462,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
43,1,Q0,CACM-3162,44,-3.0980018981758373,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
44,1,Q0,CACM-3091,45,-3.10356428380864,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
45,1,Q0,CACM-1295,46,-3.1068863757779432,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
46,1,Q0,CACM-0166,47,-3.13129392493727,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
47,1,Q0,CACM-0033,48,-3.133365987769448,ccisneu_StopNoStem_wordunigram_JMQL,False,5.0,0.0,0.0
