,qid,Q0,result,rank,score,system,relevance,relevant_len,recall,precision
0,38.0,Q0,CACM-2875,1.0,-2.285381335437704,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
1,38.0,Q0,CACM-0723,2.0,-2.7751308297835844,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
2,38.0,Q0,CACM-2131,3.0,-2.7751308297835844,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
3,38.0,Q0,CACM-0643,4.0,-2.857413500212292,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
4,38.0,Q0,CACM-2045,5.0,-2.857413500212292,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
5,38.0,Q0,CACM-2132,6.0,-2.857413500212292,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
6,38.0,Q0,CACM-0557,7.0,-2.857413500212292,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
7,38.0,Q0,CACM-2038,8.0,-2.857413500212292,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
8,38.0,Q0,CACM-1757,9.0,-2.887284706561718,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
9,38.0,Q0,CACM-1461,10.0,-2.8906067495898875,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
10,38.0,Q0,CACM-1466,11.0,-2.8906067495898875,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
11,38.0,Q0,CACM-0985,12.0,-2.8906067495898875,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
12,38.0,Q0,CACM-0648,13.0,-2.91185804633171,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
13,38.0,Q0,CACM-0722,14.0,-2.9327497567923464,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
14,38.0,Q0,CACM-3007,15.0,-2.9327497567923464,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
15,38.0,Q0,CACM-1795,16.0,-2.9681451397554315,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
16,38.0,Q0,CACM-0866,17.0,-2.968587346860601,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
17,38.0,Q0,CACM-2774,18.0,-2.968587346860601,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
18,38.0,Q0,CACM-1343,19.0,-2.9915821223867307,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
19,38.0,Q0,CACM-0905,20.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
20,38.0,Q0,CACM-0737,21.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
21,38.0,Q0,CACM-0455,22.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
22,38.0,Q0,CACM-0903,23.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
23,38.0,Q0,CACM-0742,24.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
24,38.0,Q0,CACM-0019,25.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
25,38.0,Q0,CACM-0741,26.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
26,38.0,Q0,CACM-0769,27.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
27,38.0,Q0,CACM-0807,28.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
28,38.0,Q0,CACM-0037,29.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
29,38.0,Q0,CACM-0237,30.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
30,38.0,Q0,CACM-1128,31.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
31,38.0,Q0,CACM-0603,32.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
32,38.0,Q0,CACM-0004,33.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
33,38.0,Q0,CACM-0010,34.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
34,38.0,Q0,CACM-1093,35.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
35,38.0,Q0,CACM-0013,36.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
36,38.0,Q0,CACM-0007,37.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
37,38.0,Q0,CACM-0360,38.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
38,38.0,Q0,CACM-0869,39.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
39,38.0,Q0,CACM-0470,40.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
40,38.0,Q0,CACM-0315,41.0,-3.002173324812051,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
41,38.0,Q0,CACM-2027,42.0,-3.0349306458063547,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
42,38.0,Q0,CACM-0119,43.0,-3.0406374521616444,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
43,38.0,Q0,CACM-1105,44.0,-3.0406374521616444,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
44,38.0,Q0,CACM-0984,45.0,-3.0406374521616444,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
45,38.0,Q0,CACM-0394,46.0,-3.0560950120337482,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
46,38.0,Q0,CACM-1321,47.0,-3.065371564415707,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
47,38.0,Q0,CACM-0522,48.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
48,38.0,Q0,CACM-0131,49.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
49,38.0,Q0,CACM-0444,50.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
50,38.0,Q0,CACM-0622,51.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
51,38.0,Q0,CACM-0804,52.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
52,38.0,Q0,CACM-0436,53.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
53,38.0,Q0,CACM-0426,54.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
54,38.0,Q0,CACM-2639,55.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
55,38.0,Q0,CACM-1269,56.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
56,38.0,Q0,CACM-1095,57.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
57,38.0,Q0,CACM-0997,58.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
58,38.0,Q0,CACM-0113,59.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
59,38.0,Q0,CACM-0930,60.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
60,38.0,Q0,CACM-0659,61.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
61,38.0,Q0,CACM-1142,62.0,-3.0665036335330345,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
62,38.0,Q0,CACM-1005,63.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
63,38.0,Q0,CACM-0269,64.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
64,38.0,Q0,CACM-1328,65.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
65,38.0,Q0,CACM-0141,66.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
66,38.0,Q0,CACM-0064,67.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
67,38.0,Q0,CACM-2503,68.0,-3.107576682916596,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
68,38.0,Q0,CACM-0528,69.0,-3.1241132729447587,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
69,38.0,Q0,CACM-0250,70.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
70,38.0,Q0,CACM-0130,71.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
71,38.0,Q0,CACM-1789,72.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
72,38.0,Q0,CACM-0534,73.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
73,38.0,Q0,CACM-0870,74.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
74,38.0,Q0,CACM-0337,75.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
75,38.0,Q0,CACM-2814,76.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
76,38.0,Q0,CACM-0966,77.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
77,38.0,Q0,CACM-0625,78.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
78,38.0,Q0,CACM-0342,79.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
79,38.0,Q0,CACM-0952,80.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
80,38.0,Q0,CACM-0517,81.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
81,38.0,Q0,CACM-0935,82.0,-3.1264012305436903,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
82,38.0,Q0,CACM-0967,83.0,-3.1340460072070457,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
83,38.0,Q0,CACM-0204,84.0,-3.1340460072070457,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
84,38.0,Q0,CACM-1020,85.0,-3.1340460072070457,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
85,38.0,Q0,CACM-0024,86.0,-3.138508453523618,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
86,38.0,Q0,CACM-2079,87.0,-3.1700657721205383,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
87,38.0,Q0,CACM-1702,88.0,-3.1700657721205383,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
88,38.0,Q0,CACM-0003,89.0,-3.1700657721205383,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
89,38.0,Q0,CACM-0363,90.0,-3.1700657721205383,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
90,38.0,Q0,CACM-0133,91.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
91,38.0,Q0,CACM-0480,92.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
92,38.0,Q0,CACM-0735,93.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
93,38.0,Q0,CACM-0640,94.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
94,38.0,Q0,CACM-1039,95.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
95,38.0,Q0,CACM-0864,96.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
96,38.0,Q0,CACM-1512,97.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
97,38.0,Q0,CACM-0368,98.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
98,38.0,Q0,CACM-0194,99.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
99,38.0,Q0,CACM-0165,100.0,-3.1824063669527924,ccisneu_wordunigram_JMQL,False,16.0,0.0,0.0
0,10.0,Q0,CACM-1085,1.0,-2.5958422698981884,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
1,10.0,Q0,CACM-1444,2.0,-2.6379215516014307,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
2,10.0,Q0,CACM-0983,3.0,-2.648152511961965,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
3,10.0,Q0,CACM-0066,4.0,-2.648152511961965,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
4,10.0,Q0,CACM-0295,5.0,-2.6976919087054987,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
5,10.0,Q0,CACM-0986,6.0,-2.789503494803533,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
6,10.0,Q0,CACM-0231,7.0,-2.8322105399002933,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
7,10.0,Q0,CACM-0253,8.0,-2.873028475583109,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
8,10.0,Q0,CACM-0797,9.0,-2.949596899787538,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
9,10.0,Q0,CACM-0029,10.0,-2.949596899787538,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
10,10.0,Q0,CACM-1511,11.0,-2.985604602068708,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
11,10.0,Q0,CACM-1204,12.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
12,10.0,Q0,CACM-0697,13.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
13,10.0,Q0,CACM-0145,14.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
14,10.0,Q0,CACM-0618,15.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
15,10.0,Q0,CACM-0009,16.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
16,10.0,Q0,CACM-1276,17.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
17,10.0,Q0,CACM-0984,18.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
18,10.0,Q0,CACM-0311,19.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
19,10.0,Q0,CACM-0908,20.0,-3.020242617338143,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
20,10.0,Q0,CACM-1030,21.0,-3.0299013580991616,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
21,10.0,Q0,CACM-0039,22.0,-3.0426216885903354,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
22,10.0,Q0,CACM-0119,23.0,-3.065673327267295,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
23,10.0,Q0,CACM-0121,24.0,-3.065673327267295,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
24,10.0,Q0,CACM-0910,25.0,-3.0857851800812,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
25,10.0,Q0,CACM-0490,26.0,-3.0857851800812,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
26,10.0,Q0,CACM-1058,27.0,-3.0857851800812,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
27,10.0,Q0,CACM-1103,28.0,-3.0857851800812,ccisneu_wordunigram_JMQL,False,35.0,0.0,0.0
