,qid,Q0,result,rank,score,system,relevance,relevant_len,recall,precision
0,1.0,Q0,CACM-2796,1.0,0.2966393077029034,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
1,1.0,Q0,CACM-2319,2.0,0.28207516407226585,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
2,1.0,Q0,CACM-0195,3.0,0.2672444262787084,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
3,1.0,Q0,CACM-0031,4.0,0.2597472318708422,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
4,1.0,Q0,CACM-2379,5.0,0.2556339555984247,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
5,1.0,Q0,CACM-1440,6.0,0.2543743082809691,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
6,1.0,Q0,CACM-0098,7.0,0.2521619808409072,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
7,1.0,Q0,CACM-2685,8.0,0.2512657810271631,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
8,1.0,Q0,CACM-2371,9.0,0.2490218758859953,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
9,1.0,Q0,CACM-1304,10.0,0.2486831421992422,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
10,1.0,Q0,CACM-1069,11.0,0.2457518100592826,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
11,1.0,Q0,CACM-2629,12.0,0.2414771322587629,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
12,1.0,Q0,CACM-1755,13.0,0.23764219192473834,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
13,1.0,Q0,CACM-1523,14.0,0.2366758266604915,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
14,1.0,Q0,CACM-0414,15.0,0.2298917491792533,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
15,1.0,Q0,CACM-2380,16.0,0.2266750122394069,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
16,1.0,Q0,CACM-2917,17.0,0.22361033355772592,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
17,1.0,Q0,CACM-1749,18.0,0.2203398088506137,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
18,1.0,Q0,CACM-0061,19.0,0.21978611927532798,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
19,1.0,Q0,CACM-0190,20.0,0.218602006623888,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
20,1.0,Q0,CACM-1461,21.0,0.2139019810213239,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
21,1.0,Q0,CACM-0294,22.0,0.21328336664587502,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
22,1.0,Q0,CACM-0067,23.0,0.2112350867641428,ccisneu_wordunigram_TFIDF,False,5.0,0.0,0.0
